Patient,Sheet,Frozen,Organ,Fraction,Taxon,Pct
HUT78,HUT78frozen,True,Vagina,IgG,Lactobacillus crispatus,0.75
HUT78,HUT78frozen,True,Vagina,IgG,Corynebacterium genitalium,0.71
HUT78,HUT78frozen,True,Vagina,IgG,Sneathia vaginalis,0.25
HUT78,HUT78frozen,True,Vagina,IgM,Anaerococcus mediterraneensis,19.93
HUT78,HUT78frozen,True,Vagina,IgM,Lactobacillus crispatus,11.71
HUT78,HUT78frozen,True,Vagina,IgM,Lactobacillus iners,8.27
HUT78,HUT78frozen,True,Vagina,IgM,Cutibacterium acnes,5.31
HUT78,HUT78frozen,True,Vagina,IgM,Anaerococcus prevotii,3.58
HUT78,HUT78frozen,True,Vagina,IgM,Gardnerella leopoldii,0.69
HUT78,HUT78frozen,True,Vagina,IgM,Paracoccus sp. MC1862,0.51
HUT78,HUT78frozen,True,Vagina,IgM,Kocuria palustris,5.74
HUT78,HUT78frozen,True,Vagina,IgM,Lawsonella clevelandensis,3.05
HUT78,HUT78frozen,True,Vagina,IgM,Corynebacterium ureicelerivorans,2.29
HUT78,HUT78frozen,True,Vagina,PreSort,Lactobacillus iners,29.29
HUT78,HUT78frozen,True,Vagina,PreSort,Sneathia vaginalis,16.4
HUT78,HUT78frozen,True,Vagina,PreSort,Parvimonas micra,14.68
HUT78,HUT78frozen,True,Vagina,PreSort,Prevotella buccalis,11.19
HUT78,HUT78frozen,True,Vagina,PreSort,Lactobacillus crispatus,8.34
HUT78,HUT78frozen,True,Vagina,PreSort,Gardnerella leopoldii,8.06
HUT78,HUT78frozen,True,Vagina,PreSort,Blautia wexlerae,4.75
HUT78,HUT78frozen,True,Vagina,PreSort,Fannyhessea vaginae,3.9
HUT78,HUT78frozen,True,Vagina,PreSort,Cutibacterium acnes,1.77
HUT78,HUT78frozen,True,Vagina,PreSort,Gardnerella vaginalis,1.64
HUT78,HUT78frozen,True,Vagina,PreSort,Mageeibacillus indolicus,15.5
HUT78,HUT78frozen,True,Vagina,PreSort,Staphylococcus saccharolyticus,2.07
HUT78,HUT78frozen,True,Vagina,PreSort,Mycoplasma wenyonii,1.99
HUT92,HUT92,False,Cervix,IgA,Lactobacillus iners,47.91
HUT92,HUT92,False,Cervix,IgA,Lactobacillus delbrueckii,25.78
HUT92,HUT92,False,Cervix,IgA,Streptococcus thermophilus,9.94
HUT92,HUT92,False,Cervix,IgA,Fannyhessea vaginae,2.5
HUT92,HUT92,False,Cervix,IgA,Cutibacterium acnes,1.68
HUT92,HUT92,False,Cervix,IgA,Gardnerella vaginalis,1.65
HUT92,HUT92,False,Cervix,IgA,Corynebacterium matruchotii,1.19
HUT92,HUT92,False,Cervix,IgG,Lactobacillus delbrueckii,82.79
HUT92,HUT92,False,Cervix,IgG,Cutibacterium acnes,7.15
HUT92,HUT92,False,Cervix,IgG,Lactobacillus crispatus,7.0
HUT92,HUT92,False,Cervix,IgG,Corynebacterium glucuronolyticum,3.05
HUT92,HUT92,False,Cervix,IgM,Lactobacillus crispatus,31.33
HUT92,HUT92,False,Cervix,IgM,Lactobacillus delbrueckii,13.98
HUT92,HUT92,False,Cervix,IgM,Streptococcus oralis,11.28
HUT92,HUT92,False,Cervix,IgM,Bacillus anthracis,9.88
HUT92,HUT92,False,Cervix,IgM,Haemophilus parainfluenzae,6.5
HUT92,HUT92,False,Cervix,IgM,Leptotrichia sp. oral taxon 212,5.93
HUT92,HUT92,False,Cervix,IgM,Granulicatella adiacens,4.08
HUT92,HUT92,False,Cervix,IgM,Lachnoanaerobaculum umeaense,2.85
HUT92,HUT92,False,Cervix,IgM,Fannyhessea vaginae,2.15
HUT92,HUT92,False,Cervix,IgM,Leptotrichia buccalis,2.09
HUT92,HUT92,False,Cervix,IgM,Campylobacter showae,1.77
HUT92,HUT92,False,Cervix,IgM,Gardnerella vaginalis,1.27
HUT92,HUT92,False,Cervix,IgM,Cutibacterium acnes,1.19
HUT92,HUT92,False,Cervix,IgM,Streptococcus sanguinis,0.96
HUT92,HUT92,False,Cervix,IgM,Gemella morbillorum,0.91
HUT92,HUT92,False,Cervix,IgM,Prevotella buccalis,0.87
HUT92,HUT92,False,Cervix,IgM,Mesorhizobium terrae,0.77
HUT92,HUT92,False,Cervix,IgM,Porphyromonas sp. oral taxon 275,0.7
HUT92,HUT92,False,Cervix,IgM,Gemella haemolysans,0.65
HUT92,HUT92,False,Cervix,IgM,Corynebacterium imitans,0.56
HUT92,HUT92,False,Cervix,IgM,Prevotella sp. oral taxon 475,0.14
HUT92,HUT92,False,Cervix,IgM,Corynebacterium matruchotii,0.07
HUT92,HUT92,False,Cervix,IgM,Prevotella enoeca,0.06
HUT92,HUT92,False,Cervix,IgM,Steroidobacter denitrificans,1.82
HUT92,HUT92,False,Cervix,IgM,Psychromicrobium lacuslunae,0.14
HUT92,HUT92,False,Cervix,IgM,Candidatus Saccharimonas aalborgensis,0.09
HUT92,HUT92,False,Cervix,PreSort,Lactobacillus crispatus,39.19
HUT92,HUT92,False,Cervix,PreSort,Fannyhessea vaginae,16.59
HUT92,HUT92,False,Cervix,PreSort,Bacillus velezensis,7.66
HUT92,HUT92,False,Cervix,PreSort,Peptoniphilus sp. SAHP1,6.29
HUT92,HUT92,False,Cervix,PreSort,Parvimonas micra,5.9
HUT92,HUT92,False,Cervix,PreSort,Gardnerella vaginalis,3.99
HUT92,HUT92,False,Cervix,PreSort,Lactobacillus paragasseri,3.3
HUT92,HUT92,False,Cervix,PreSort,Haemophilus parainfluenzae,2.39
HUT92,HUT92,False,Cervix,PreSort,Lacticaseibacillus paracasei,2.04
HUT92,HUT92,False,Cervix,PreSort,Campylobacter hominis,1.78
HUT92,HUT92,False,Cervix,PreSort,Lactobacillus gasseri,1.72
HUT92,HUT92,False,Cervix,PreSort,Fastidiosipila sanguinis,1.44
HUT92,HUT92,False,Cervix,PreSort,Gemella haemolysans,0.86
HUT92,HUT92,False,Cervix,PreSort,Anaerococcus prevotii,0.82
HUT92,HUT92,False,Cervix,PreSort,Gemella morbillorum,0.57
HUT92,HUT92,False,Cervix,PreSort,Streptococcus thermophilus,0.5
HUT92,HUT92,False,Cervix,PreSort,Enterococcus faecalis,0.47
HUT92,HUT92,False,Cervix,PreSort,Lactobacillus johnsonii,0.37
HUT92,HUT92,False,Cervix,PreSort,Staphylococcus pasteuri,0.36
HUT92,HUT92,False,Cervix,PreSort,Leptotrichia trevisanii,0.33
HUT92,HUT92,False,Cervix,PreSort,Abiotrophia defectiva,0.3
HUT92,HUT92,False,Cervix,PreSort,Granulicatella adiacens,0.29
HUT92,HUT92,False,Cervix,PreSort,Moraxella osloensis,0.28
HUT92,HUT92,False,Cervix,PreSort,Anaerococcus obesiensis,0.28
HUT92,HUT92,False,Cervix,PreSort,Peptoniphilus harei,0.24
HUT92,HUT92,False,Cervix,PreSort,Lactobacillus helveticus,0.2
HUT92,HUT92,False,Cervix,PreSort,Lactobacillus iners,0.19
HUT92,HUT92,False,Cervix,PreSort,Anaerococcus mediterraneensis,0.17
HUT92,HUT92,False,Cervix,PreSort,Streptococcus pyogenes,0.16
HUT92,HUT92,False,Cervix,PreSort,Leptotrichia sp. oral taxon 212,0.15
HUT92,HUT92,False,Cervix,PreSort,Cutibacterium acnes,0.13
HUT92,HUT92,False,Cervix,PreSort,Prevotella buccalis,0.12
HUT92,HUT92,False,Cervix,PreSort,Streptococcus cristatus,0.11
HUT92,HUT92,False,Cervix,PreSort,Lactobacillus kefiranofaciens,0.11
HUT92,HUT92,False,Cervix,PreSort,Sneathia vaginalis,0.1
HUT92,HUT92,False,Cervix,PreSort,Lactococcus cremoris,0.08
HUT92,HUT92,False,Cervix,PreSort,Schaalia radingae,0.06
HUT92,HUT92,False,Cervix,PreSort,Weissella viridescens,0.06
HUT92,HUT92,False,Cervix,PreSort,Neisseria subflava,0.06
HUT92,HUT92,False,Cervix,PreSort,Miniphocaeibacter halophilus,0.05
HUT92,HUT92,False,Cervix,PreSort,Limosilactobacillus fermentum,0.05
HUT92,HUT92,False,Cervix,PreSort,Streptobacillus moniliformis,0.05
HUT92,HUT92,False,Cervix,PreSort,Streptococcus sanguinis,0.04
HUT92,HUT92,False,Cervix,PreSort,Fusobacterium nucleatum,0.04
HUT92,HUT92,False,Cervix,PreSort,Lactobacillus amylolyticus,0.03
HUT92,HUT92,False,Cervix,PreSort,Clostridium perfringens,0.02
HUT92,HUT92,False,Cervix,PreSort,Prevotella histicola,0.02
HUT92,HUT92,False,Cervix,PreSort,Leptotrichia sp. oral taxon 221,0.02
HUT92,HUT92,False,Cervix,PreSort,Corynebacterium glucuronolyticum,0.01
HUT92,HUT92,False,Cervix,PreSort,Campylobacter ureolyticus,0.48
HUT92,HUT92,False,Cervix,PreSort,Fenollaria massiliensis,0.32
HUT92,HUT92,False,Cervix,PreSort,Fenollaria sporofastidiosus,0.14
HUT92,HUT92,False,Cervix,PreSort,Peptoniphilus ivorii,0.13
HUT92,HUT92,False,Cervix,PreSort,Porphyromonas asaccharolytica,0.07
HUT92,HUT92,False,Cervix,PreSort,Porphyromonas somerae,0.05
HUT92,HUT92,False,Cervix,PreSort,Staphylococcus saccharolyticus,0.05
HUT92,HUT92,False,Cervix,PreSort,Levilactobacillus brevis,0.03
HUT92,HUT92,False,Endometrium,IgA,Lactobacillus iners,77.14
HUT92,HUT92,False,Endometrium,IgA,Granulicatella adiacens,17.82
HUT92,HUT92,False,Endometrium,IgA,Cutibacterium acnes,2.7
HUT92,HUT92,False,Endometrium,IgA,Rothia dentocariosa,2.34
HUT92,HUT92,False,Endometrium,IgA,Bacillus thuringiensis,12.29
HUT92,HUT92,False,Endometrium,IgA,Staphylococcus saccharolyticus,6.81
HUT92,HUT92,False,Endometrium,IgG,Abiotrophia defectiva,23.63
HUT92,HUT92,False,Endometrium,IgG,Blautia wexlerae,16.12
HUT92,HUT92,False,Endometrium,IgG,Cutibacterium acnes,15.59
HUT92,HUT92,False,Endometrium,IgG,Anaerococcus mediterraneensis,14.46
HUT92,HUT92,False,Endometrium,IgG,Lactococcus cremoris,7.1
HUT92,HUT92,False,Endometrium,IgG,Leptotrichia buccalis,5.92
HUT92,HUT92,False,Endometrium,IgG,Staphylococcus hominis,4.82
HUT92,HUT92,False,Endometrium,IgG,Lacticaseibacillus rhamnosus,4.74
HUT92,HUT92,False,Endometrium,IgG,Streptococcus thermophilus,4.34
HUT92,HUT92,False,Endometrium,IgG,Anaerococcus prevotii,3.26
HUT92,HUT92,False,Endometrium,IgG,Enterobacteriaceae endosymbiont of Donacia cincticornis,4.82
HUT92,HUT92,False,Endometrium,IgG,Lawsonella clevelandensis,2.53
HUT92,HUT92,False,Endometrium,IgG,Dietzia sp. oral taxon 368,0.66
HUT90,HUT90,False,Cervix,IgA,Lactobacillus iners,65.88
HUT90,HUT90,False,Cervix,IgA,Staphylococcus aureus,15.57
HUT90,HUT90,False,Cervix,IgA,Moraxella osloensis,9.3
HUT90,HUT90,False,Cervix,IgA,Porphyromonas sp. oral taxon 275,3.27
HUT90,HUT90,False,Cervix,IgA,Cutibacterium modestum,2.59
HUT90,HUT90,False,Cervix,IgA,Lactobacillus jensenii,2.42
HUT90,HUT90,False,Cervix,IgA,Leptotrichia hongkongensis,0.8
HUT90,HUT90,False,Cervix,IgA,Cutibacterium acnes,0.18
HUT90,HUT90,False,Cervix,IgG,Cutibacterium acnes,15.02
HUT90,HUT90,False,Cervix,IgG,Lactobacillus jensenii,8.78
HUT90,HUT90,False,Cervix,IgG,Kocuria palustris,9.59
HUT90,HUT90,False,Cervix,IgM,Lactobacillus jensenii,85.42
HUT90,HUT90,False,Cervix,IgM,Streptococcus thermophilus,7.08
HUT90,HUT90,False,Cervix,IgM,Staphylococcus hominis,3.98
HUT90,HUT90,False,Cervix,IgM,Cutibacterium acnes,3.52
HUT90,HUT90,False,Cervix,IgM,Latilactobacillus curvatus,8.01
HUT90,HUT90,False,Cervix,IgM,Empedobacter falsenii,2.84
HUT90,HUT90,False,Cervix,PreSort,No reads,
HUT90,HUT90,False,Endometrium,IgA,Granulicatella adiacens,48.93
HUT90,HUT90,False,Endometrium,IgA,Staphylococcus aureus,14.52
HUT90,HUT90,False,Endometrium,IgA,Staphylococcus hominis,8.39
HUT90,HUT90,False,Endometrium,IgA,Lactobacillus jensenii,7.39
HUT90,HUT90,False,Endometrium,IgA,Cutibacterium acnes,6.93
HUT90,HUT90,False,Endometrium,IgA,Corynebacterium atypicum,6.86
HUT90,HUT90,False,Endometrium,IgA,Corynebacterium sanguinis,4.45
HUT90,HUT90,False,Endometrium,IgA,Gemella sp. zg-570,2.53
HUT90,HUT90,False,Endometrium,IgA,Gemella sanguinis,20.73
HUT90,HUT90,False,Endometrium,IgA,Deinococcus geothermalis,16.03
HUT90,HUT90,False,Endometrium,IgA,Staphylococcus saccharolyticus,7.64
HUT90,HUT90,False,Endometrium,IgG,Cutibacterium acnes,15.55
HUT90,HUT90,False,Endometrium,IgG,Lactobacillus jensenii,5.34
HUT99,HUT99frozen,True,Endometrium,IgA,Lactobacillus iners,81.81
HUT99,HUT99frozen,True,Endometrium,IgA,Streptococcus thermophilus,5.89
HUT99,HUT99frozen,True,Endometrium,IgA,Cutibacterium acnes,4.44
HUT99,HUT99frozen,True,Endometrium,IgA,Leptotrichia sp. oral taxon 212,2.61
HUT99,HUT99frozen,True,Endometrium,IgA,Staphylococcus warneri,1.74
HUT99,HUT99frozen,True,Endometrium,IgA,Streptococcus cristatus,1.32
HUT99,HUT99frozen,True,Endometrium,IgA,Lactobacillus crispatus,1.21
HUT99,HUT99frozen,True,Endometrium,IgA,Staphylococcus hominis,0.49
HUT99,HUT99frozen,True,Endometrium,IgA,Streptococcus pyogenes,0.46
HUT99,HUT99frozen,True,Endometrium,IgA,Sneathia vaginalis,0.02
HUT99,HUT99frozen,True,Endometrium,IgA,Luteimonas sp. MC1750,3.06
HUT99,HUT99frozen,True,Endometrium,IgA,Bordetella flabilis,2.0
HUT99,HUT99frozen,True,Endometrium,IgA,Hyphomicrobium nitrativorans,1.24
HUT99,HUT99frozen,True,Endometrium,IgA,Lawsonella clevelandensis,1.19
HUT99,HUT99frozen,True,Endometrium,IgA,Paracoccus kondratievae,0.52
HUT99,HUT99frozen,True,Endometrium,IgA,Rhodobacter capsulatus,0.43
HUT99,HUT99frozen,True,Endometrium,IgA,Porphyromonas asaccharolytica,0.29
HUT99,HUT99frozen,True,Endometrium,IgA,Mageeibacillus indolicus,0.13
HUT99,HUT99frozen,True,Endometrium,IgG,Lactobacillus iners,77.71
HUT99,HUT99frozen,True,Endometrium,IgG,Moraxella osloensis,9.13
HUT99,HUT99frozen,True,Endometrium,IgG,Cutibacterium granulosum,4.67
HUT99,HUT99frozen,True,Endometrium,IgG,Cutibacterium acnes,2.81
HUT99,HUT99frozen,True,Endometrium,IgG,Staphylococcus hominis,1.73
HUT99,HUT99frozen,True,Endometrium,IgG,Corynebacterium aurimucosum,1.03
HUT99,HUT99frozen,True,Endometrium,IgG,Streptococcus thermophilus,0.67
HUT99,HUT99frozen,True,Endometrium,IgG,Dermabacter vaginalis,0.63
HUT99,HUT99frozen,True,Endometrium,IgG,Prevotella denticola,0.48
HUT99,HUT99frozen,True,Endometrium,IgG,Granulicatella adiacens,0.4
HUT99,HUT99frozen,True,Endometrium,IgG,Lactococcus cremoris,0.35
HUT99,HUT99frozen,True,Endometrium,IgG,Prevotella buccalis,0.19
HUT99,HUT99frozen,True,Endometrium,IgG,Prevotella melaninogenica,0.17
HUT99,HUT99frozen,True,Endometrium,IgG,Sneathia vaginalis,0.03
HUT99,HUT99frozen,True,Endometrium,IgG,Enterococcus cecorum,2.69
HUT99,HUT99frozen,True,Endometrium,IgG,Lautropia mirabilis,1.45
HUT99,HUT99frozen,True,Endometrium,IgG,Anabaena sp. YBS01,1.29
HUT99,HUT99frozen,True,Endometrium,IgG,Sphingobium sp. RAC03,1.0
HUT99,HUT99frozen,True,Endometrium,IgG,Sphingomonas glaciei,0.97
HUT99,HUT99frozen,True,Endometrium,IgG,Falsirhodobacter sp. PG104,0.5
HUT99,HUT99frozen,True,Endometrium,IgG,Dietzia sp. oral taxon 368,0.47
HUT99,HUT99frozen,True,Endometrium,IgG,Dermacoccus nishinomiyaensis,0.46
HUT99,HUT99frozen,True,Endometrium,IgG,Sphingorhabdus lacus,0.39
HUT99,HUT99frozen,True,Endometrium,IgG,Yoonia vestfoldensis,0.33
HUT99,HUT99frozen,True,Endometrium,IgG,Arenimonas daejeonensis,0.33
HUT99,HUT99frozen,True,Endometrium,IgG,Methylotenera versatilis,0.31
HUT99,HUT99frozen,True,Endometrium,IgG,Luteolibacter ambystomatis,0.26
HUT99,HUT99frozen,True,Endometrium,IgG,Sphingobium sp. KCTC 72723,0.25
HUT99,HUT99frozen,True,Endometrium,IgG,Mageeibacillus indolicus,0.18
HUT99,HUT99frozen,True,Endometrium,IgG,Solibaculum mannosilyticum,0.11
HUT99,HUT99frozen,True,Endometrium,IgG,Leucobacter triazinivorans,0.09
HUT99,HUT99frozen,True,Endometrium,IgG,Peptoniphilus ivorii,0.06
HUT99,HUT99frozen,True,Endometrium,IgG,Luteolibacter luteus,0.05
HUT99,HUT99frozen,True,Endometrium,IgG,Leucobacter viscericola,0.03
HUT99,HUT99frozen,True,Endometrium,IgG,Jeotgalibaca dankookensis,0.02
HUT99,HUT99frozen,True,Endometrium,IgG,Porphyromonas asaccharolytica,0.02
HUT104,HUT104frozen,True,Cervix,IgA,Lactobacillus iners,67.79
HUT104,HUT104frozen,True,Cervix,IgA,Moraxella osloensis,8.9
HUT104,HUT104frozen,True,Cervix,IgA,Sneathia vaginalis,7.3
HUT104,HUT104frozen,True,Cervix,IgA,Fannyhessea vaginae,2.94
HUT104,HUT104frozen,True,Cervix,IgA,Veillonella rogosae,2.91
HUT104,HUT104frozen,True,Cervix,IgA,Streptococcus thermophilus,2.62
HUT104,HUT104frozen,True,Cervix,IgA,Cutibacterium acnes,1.71
HUT104,HUT104frozen,True,Cervix,IgA,Prevotella buccalis,1.44
HUT104,HUT104frozen,True,Cervix,IgA,Psychrobacter sanguinis,1.09
HUT104,HUT104frozen,True,Cervix,IgA,Staphylococcus hominis,0.95
HUT104,HUT104frozen,True,Cervix,IgA,Haemophilus parainfluenzae,0.86
HUT104,HUT104frozen,True,Cervix,IgA,Spirosoma sp. KCTC 42546,0.79
HUT104,HUT104frozen,True,Cervix,IgA,Tannerella serpentiformis,0.5
HUT104,HUT104frozen,True,Cervix,IgA,Streptococcus pyogenes,0.2
HUT104,HUT104frozen,True,Cervix,IgG,Lactobacillus iners,34.32
HUT104,HUT104frozen,True,Cervix,IgG,Sneathia vaginalis,20.54
HUT104,HUT104frozen,True,Cervix,IgG,Prevotella buccalis,14.68
HUT104,HUT104frozen,True,Cervix,IgG,Anaerococcus prevotii,8.97
HUT104,HUT104frozen,True,Cervix,IgG,Prevotella enoeca,7.48
HUT104,HUT104frozen,True,Cervix,IgG,Fannyhessea vaginae,4.38
HUT104,HUT104frozen,True,Cervix,IgG,Parvimonas micra,3.99
HUT104,HUT104frozen,True,Cervix,IgG,Anaerococcus mediterraneensis,1.79
HUT104,HUT104frozen,True,Cervix,IgG,Lactococcus cremoris,1.16
HUT104,HUT104frozen,True,Cervix,IgG,Lactobacillus jensenii,0.91
HUT104,HUT104frozen,True,Cervix,IgG,Cutibacterium acnes,0.75
HUT104,HUT104frozen,True,Cervix,IgG,Cutibacterium modestum,0.36
HUT104,HUT104frozen,True,Cervix,IgG,Staphylococcus ureilyticus,0.21
HUT104,HUT104frozen,True,Cervix,IgG,Gardnerella leopoldii,0.18
HUT104,HUT104frozen,True,Cervix,IgG,Staphylococcus hominis,0.16
HUT104,HUT104frozen,True,Cervix,IgG,Granulicatella adiacens,0.12
HUT104,HUT104frozen,True,Cervix,IgG,Mageeibacillus indolicus,45.57
HUT104,HUT104frozen,True,Cervix,IgG,Porphyromonas asaccharolytica,12.63
HUT104,HUT104frozen,True,Cervix,IgG,Hydrogenophilus thermoluteolus,1.05
HUT104,HUT104frozen,True,Cervix,IgG,Pantoea dispersa,0.14
HUT104,HUT104frozen,True,Cervix,IgG,Methylobacterium radiotolerans,0.14
HUT104,HUT104frozen,True,Cervix,IgG,Anoxybacillus flavithermus,0.09
HUT104,HUT104frozen,True,Cervix,IgG,Gulosibacter sediminis,0.04
HUT104,HUT104frozen,True,Cervix,IgM,Sneathia vaginalis,59.26
HUT104,HUT104frozen,True,Cervix,IgM,Parvimonas micra,21.71
HUT104,HUT104frozen,True,Cervix,IgM,Fannyhessea vaginae,6.55
HUT104,HUT104frozen,True,Cervix,IgM,Prevotella enoeca,2.87
HUT104,HUT104frozen,True,Cervix,IgM,Lactobacillus iners,2.74
HUT104,HUT104frozen,True,Cervix,IgM,Prevotella buccalis,2.6
HUT104,HUT104frozen,True,Cervix,IgM,Anaerococcus prevotii,1.75
HUT104,HUT104frozen,True,Cervix,IgM,Anaerococcus mediterraneensis,0.72
HUT104,HUT104frozen,True,Cervix,IgM,Moraxella osloensis,0.6
HUT104,HUT104frozen,True,Cervix,IgM,Gardnerella leopoldii,0.41
HUT104,HUT104frozen,True,Cervix,IgM,Haemophilus parainfluenzae,0.4
HUT104,HUT104frozen,True,Cervix,IgM,Cutibacterium acnes,0.29
HUT104,HUT104frozen,True,Cervix,IgM,Lactobacillus delbrueckii,0.06
HUT104,HUT104frozen,True,Cervix,IgM,Mobiluncus curtisii,0.02
HUT104,HUT104frozen,True,Cervix,IgM,Mageeibacillus indolicus,70.86
HUT104,HUT104frozen,True,Cervix,IgM,Porphyromonas asaccharolytica,4.94
HUT104,HUT104frozen,True,Cervix,IgM,Campylobacter ureolyticus,0.09
HUT104,HUT104frozen,True,Cervix,PreSort,Sneathia vaginalis,64.62
HUT104,HUT104frozen,True,Cervix,PreSort,Parvimonas micra,23.03
HUT104,HUT104frozen,True,Cervix,PreSort,Fannyhessea vaginae,4.01
HUT104,HUT104frozen,True,Cervix,PreSort,Prevotella buccalis,2.92
HUT104,HUT104frozen,True,Cervix,PreSort,Prevotella enoeca,2.32
HUT104,HUT104frozen,True,Cervix,PreSort,Lactobacillus iners,1.73
HUT104,HUT104frozen,True,Cervix,PreSort,Anaerococcus prevotii,0.9
HUT104,HUT104frozen,True,Cervix,PreSort,Anaerococcus mediterraneensis,0.45
HUT104,HUT104frozen,True,Cervix,PreSort,Mobiluncus curtisii,0.02
HUT104,HUT104frozen,True,Cervix,PreSort,Mageeibacillus indolicus,70.68
HUT104,HUT104frozen,True,Cervix,PreSort,Porphyromonas asaccharolytica,2.96
HUT104,HUT104frozen,True,Cervix,PreSort,Campylobacter ureolyticus,0.01
HUT104,HUT104frozen,True,Endometrium,IgA,Lactobacillus iners,85.3
HUT104,HUT104frozen,True,Endometrium,IgA,Cutibacterium modestum,3.55
HUT104,HUT104frozen,True,Endometrium,IgA,Moraxella osloensis,3.04
HUT104,HUT104frozen,True,Endometrium,IgA,Cutibacterium acnes,2.43
HUT104,HUT104frozen,True,Endometrium,IgA,Staphylococcus aureus,1.59
HUT104,HUT104frozen,True,Endometrium,IgA,Staphylococcus hominis,1.36
HUT104,HUT104frozen,True,Endometrium,IgA,Capnocytophaga sputigena,0.93
HUT104,HUT104frozen,True,Endometrium,IgA,Streptococcus pyogenes,0.65
HUT104,HUT104frozen,True,Endometrium,IgA,Lactococcus cremoris,0.62
HUT104,HUT104frozen,True,Endometrium,IgA,Lactobacillus jensenii,0.43
HUT104,HUT104frozen,True,Endometrium,IgA,Corynebacterium glucuronolyticum,0.07
HUT104,HUT104frozen,True,Endometrium,IgA,Sneathia vaginalis,0.02
HUT104,HUT104frozen,True,Endometrium,IgA,Hydrogenophilus thermoluteolus,3.67
HUT104,HUT104frozen,True,Endometrium,IgA,Sphingomonas sp. HMP9,1.49
HUT104,HUT104frozen,True,Endometrium,IgA,Chitinophaga sp. HK235,0.25
HUT104,HUT104frozen,True,Endometrium,IgA,Corynebacterium provencense,0.22
HUT104,HUT104frozen,True,Endometrium,IgA,Frigoriglobus tundricola,0.14
HUT104,HUT104frozen,True,Endometrium,IgA,Mageeibacillus indolicus,0.09
HUT104,HUT104frozen,True,Endometrium,IgA,Xanthomonas campestris,0.03
HUT104,HUT104frozen,True,Endometrium,IgA,Porphyromonas asaccharolytica,0.02
HUT104,HUT104frozen,True,Endometrium,IgG,Lactobacillus iners,72.42
HUT104,HUT104frozen,True,Endometrium,IgG,Cutibacterium acnes,10.35
HUT104,HUT104frozen,True,Endometrium,IgG,Peptoniphilus harei,3.67
HUT104,HUT104frozen,True,Endometrium,IgG,Lactococcus cremoris,2.12
HUT104,HUT104frozen,True,Endometrium,IgG,Streptococcus mitis,2.12
HUT104,HUT104frozen,True,Endometrium,IgG,Moraxella osloensis,1.4
HUT104,HUT104frozen,True,Endometrium,IgG,Staphylococcus hominis,1.33
HUT104,HUT104frozen,True,Endometrium,IgG,Gemella haemolysans,1.23
HUT104,HUT104frozen,True,Endometrium,IgG,Capnocytophaga stomatis,1.11
HUT104,HUT104frozen,True,Endometrium,IgG,Streptococcus thermophilus,1.02
HUT104,HUT104frozen,True,Endometrium,IgG,Veillonella rogosae,0.89
HUT104,HUT104frozen,True,Endometrium,IgG,Enterococcus durans,0.74
HUT104,HUT104frozen,True,Endometrium,IgG,Porphyromonas gingivalis,0.73
HUT104,HUT104frozen,True,Endometrium,IgG,Sutterella megalosphaeroides,0.61
HUT104,HUT104frozen,True,Endometrium,IgG,Streptococcus pyogenes,0.23
HUT104,HUT104frozen,True,Endometrium,IgG,Sneathia vaginalis,0.02
HUT104,HUT104frozen,True,Endometrium,IgG,Gulosibacter sediminis,3.2
HUT104,HUT104frozen,True,Endometrium,IgG,Anoxybacillus flavithermus,1.18
HUT104,HUT104frozen,True,Endometrium,IgG,Hydrogenophilus thermoluteolus,1.11
HUT104,HUT104frozen,True,Endometrium,IgG,Corynebacterium provencense,0.54
HUT104,HUT104frozen,True,Endometrium,IgG,Mageeibacillus indolicus,0.32
HUT104,HUT104frozen,True,Endometrium,IgG,Urbifossiella limnaea,0.27
HUT104,HUT104frozen,True,Endometrium,IgG,Enterobacteriaceae endosymbiont of Donacia cincticornis,0.16
HUT104,HUT104frozen,True,Endometrium,IgG,Porphyromonas asaccharolytica,0.01
HUT95,HUT95,False,Cervix,IgA,Lactobacillus iners,99.05
HUT95,HUT95,False,Cervix,IgA,Lactobacillus paragasseri,0.47
HUT95,HUT95,False,Cervix,IgA,Lactobacillus crispatus,0.22
HUT95,HUT95,False,Cervix,IgA,Lacticaseibacillus paracasei,0.09
HUT95,HUT95,False,Cervix,IgA,Cutibacterium acnes,0.08
HUT95,HUT95,False,Cervix,IgA,Enterococcus faecalis,0.03
HUT95,HUT95,False,Cervix,IgA,Lactobacillus johnsonii,0.02
HUT95,HUT95,False,Cervix,IgA,Moraxella osloensis,0.01
HUT95,HUT95,False,Cervix,IgA,Lactobacillus helveticus,0.01
HUT95,HUT95,False,Cervix,IgA,Lactobacillus jensenii,0.01
HUT95,HUT95,False,Cervix,IgA,Staphylococcus hominis,0.01
HUT95,HUT95,False,Cervix,IgG,Lactobacillus iners,100.0
HUT95,HUT95,False,Cervix,IgG,No,
HUT95,HUT95,False,Cervix,IgM,Lactobacillus iners,97.23
HUT95,HUT95,False,Cervix,IgM,Lactobacillus crispatus,1.69
HUT95,HUT95,False,Cervix,IgM,Lactobacillus paragasseri,0.53
HUT95,HUT95,False,Cervix,IgM,Moraxella osloensis,0.21
HUT95,HUT95,False,Cervix,IgM,Lactobacillus jensenii,0.12
HUT95,HUT95,False,Cervix,IgM,Lacticaseibacillus paracasei,0.11
HUT95,HUT95,False,Cervix,IgM,Cutibacterium acnes,0.06
