Patient,Sheet,Frozen,Organ,Fraction,Taxon,Pct
HUT81,HUT81frozen,True,Vagina,PreSort,Lactobacillus iners,53.15
HUT81,HUT81frozen,True,Vagina,PreSort,Lactobacillus crispatus,44.83
HUT81,HUT81frozen,True,Vagina,PreSort,Lactobacillus jensenii,0.77
HUT81,HUT81frozen,True,Vagina,PreSort,Lacticaseibacillus paracasei,0.36
HUT81,HUT81frozen,True,Vagina,PreSort,Lactobacillus helveticus,0.24
HUT81,HUT81frozen,True,Vagina,PreSort,Cutibacterium acnes,0.09
HUT81,HUT81frozen,True,Vagina,PreSort,Lactobacillus kefiranofaciens,0.08
HUT81,HUT81frozen,True,Vagina,PreSort,Lactobacillus johnsonii,0.07
HUT81,HUT81frozen,True,Vagina,PreSort,Enterococcus faecalis,0.06
HUT81,HUT81frozen,True,Vagina,PreSort,Streptococcus pyogenes,0.06
HUT81,HUT81frozen,True,Vagina,PreSort,Anaerococcus mediterraneensis,0.06
HUT81,HUT81frozen,True,Vagina,PreSort,Peptoniphilus harei,0.06
HUT81,HUT81frozen,True,Vagina,PreSort,Lactobacillus acidophilus,0.04
HUT81,HUT81frozen,True,Vagina,PreSort,Kinneretia sp. XES5,0.04
HUT81,HUT81frozen,True,Vagina,PreSort,Peptoniphilus sp. SAHP1,0.03
HUT81,HUT81frozen,True,Vagina,PreSort,Lactobacillus amylolyticus,0.02
HUT81,HUT81frozen,True,Vagina,PreSort,Leptotrichia hofstadii,0.01
HUT81,HUT81frozen,True,Vagina,PreSort,Limosilactobacillus fermentum,0.01
HUT81,HUT81frozen,True,Vagina,PreSort,Lactococcus cremoris,0.01
HUT81,HUT81frozen,True,Vagina,PreSort,Schlegelella aquatica,0.04
HUT81,HUT81frozen,True,Vagina,PreSort,Hydrogenophilus thermoluteolus,0.04
HUT81,HUT81frozen,True,Vagina,PreSort,Flavobacterium indicum,0.03
HUT81,HUT81frozen,True,Vagina,PreSort,Elizabethkingia anophelis,0.03
HUT81,HUT81frozen,True,Vagina,PreSort,Levilactobacillus brevis,0.01
HUT80,HUT80frozen,True,Endometrium,IgA,no sample,
HUT80,HUT80frozen,True,Endometrium,IgG,Lactobacillus iners,66.01
HUT80,HUT80frozen,True,Endometrium,IgG,Cutibacterium acnes,13.58
HUT80,HUT80frozen,True,Endometrium,IgG,Sneathia vaginalis,8.59
HUT80,HUT80frozen,True,Endometrium,IgG,Corynebacterium matruchotii,4.54
HUT80,HUT80frozen,True,Endometrium,IgG,Haemophilus parainfluenzae,2.99
HUT80,HUT80frozen,True,Endometrium,IgG,Bifidobacterium longum,1.67
HUT80,HUT80frozen,True,Endometrium,IgG,Anaerococcus prevotii,1.03
HUT80,HUT80frozen,True,Endometrium,IgG,Anaerostipes hadrus,0.68
HUT80,HUT80frozen,True,Endometrium,IgG,Lactobacillus crispatus,0.65
HUT80,HUT80frozen,True,Endometrium,IgG,Anaerococcus mediterraneensis,0.26
HUT80,HUT80frozen,True,Endometrium,IgG,Methylophilus medardicus,2.68
HUT80,HUT80frozen,True,Endometrium,IgG,Acinetobacter schindleri,2.34
HUT80,HUT80frozen,True,Endometrium,IgG,Staphylococcus saccharolyticus,0.9
HUT80,HUT80frozen,True,Endometrium,IgG,Lawsonella clevelandensis,0.44
HUT80,HUT80frozen,True,Endometrium,IgG,Frigoriglobus tundricola,0.34
HUT80,HUT80frozen,True,Endometrium,IgG,Flavobacterium indicum,0.26
HUT80,HUT80frozen,True,Endometrium,IgM,Lactobacillus iners,80.11
HUT80,HUT80frozen,True,Endometrium,IgM,Sneathia vaginalis,12.6
HUT80,HUT80frozen,True,Endometrium,IgM,Cutibacterium acnes,6.2
HUT80,HUT80frozen,True,Endometrium,IgM,Streptococcus oralis,0.9
HUT80,HUT80frozen,True,Endometrium,IgM,Lactobacillus crispatus,0.17
HUT80,HUT80frozen,True,Endometrium,IgM,Anaerococcus prevotii,0.02
HUT80,HUT80frozen,True,Endometrium,IgM,Microbacterium sp. EF45044,3.29
HUT80,HUT80frozen,True,Endometrium,IgM,Corynebacterium kroppenstedtii,0.84
HUT80,HUT80frozen,True,Endometrium,IgM,Candidatus Saccharimonas aalborgensis,0.21
HUT80,HUT80frozen,True,Endometrium,IgM,Elizabethkingia anophelis,0.13
HUT80,HUT80frozen,True,Endometrium,PreSort,Lactobacillus iners,81.92
HUT80,HUT80frozen,True,Endometrium,PreSort,Lactobacillus crispatus,5.38
HUT80,HUT80frozen,True,Endometrium,PreSort,Cutibacterium acnes,3.28
HUT80,HUT80frozen,True,Endometrium,PreSort,Sneathia vaginalis,2.11
HUT80,HUT80frozen,True,Endometrium,PreSort,Moraxella osloensis,1.59
HUT80,HUT80frozen,True,Endometrium,PreSort,Cutibacterium modestum,1.46
HUT80,HUT80frozen,True,Endometrium,PreSort,Streptococcus thermophilus,1.41
HUT80,HUT80frozen,True,Endometrium,PreSort,Lactobacillus jensenii,1.21
HUT80,HUT80frozen,True,Endometrium,PreSort,Corynebacterium doosanense,0.49
HUT80,HUT80frozen,True,Endometrium,PreSort,Staphylococcus hominis,0.44
HUT80,HUT80frozen,True,Endometrium,PreSort,Lactobacillus delbrueckii,0.33
HUT80,HUT80frozen,True,Endometrium,PreSort,Granulicatella adiacens,0.2
HUT80,HUT80frozen,True,Endometrium,PreSort,Porphyromonas sp. oral taxon 275,0.16
HUT80,HUT80frozen,True,Endometrium,PreSort,Kocuria palustris,5.13
HUT80,HUT80frozen,True,Endometrium,PreSort,Elizabethkingia anophelis,1.07
HUT80,HUT80frozen,True,Endometrium,PreSort,Methylophilus medardicus,0.72
HUT80,HUT80frozen,True,Endometrium,PreSort,Nosocomiicoccus ampullae,0.52
HUT80,HUT80frozen,True,Endometrium,PreSort,Chitinophaga sp. HK235,0.32
HUT80,HUT80frozen,True,Endometrium,PreSort,Lawsonella clevelandensis,0.18
HUT80,HUT80frozen,True,Endometrium,PreSort,Flavobacterium indicum,0.18
HUT80,HUT80frozen,True,Endometrium,PreSort,Mycoplasma wenyonii,0.12
HUT80,HUT80frozen,True,Endometrium,PreSort,Pseudoclavibacter sp. Marseille-Q3772,0.09
HUT80,HUT80frozen,True,Endometrium,PreSort,Leptolyngbya sp. NIES-3755,0.05
HUT80,HUT80frozen,True,Endometrium,PreSort,Aquirufa nivalisilvae,0.03
HUT80,HUT80frozen,True,Endometrium,PreSort,Leptolyngbya boryana,0.03
HUT80,HUT80frozen,True,Vagina,IgA,Lactobacillus iners,91.24
HUT80,HUT80frozen,True,Vagina,IgA,Lactobacillus crispatus,7.38
HUT80,HUT80frozen,True,Vagina,IgA,Lactobacillus jensenii,0.81
HUT80,HUT80frozen,True,Vagina,IgA,Lactobacillus paragasseri,0.29
HUT80,HUT80frozen,True,Vagina,IgA,Lacticaseibacillus paracasei,0.12
HUT80,HUT80frozen,True,Vagina,IgA,Lactobacillus helveticus,0.04
HUT80,HUT80frozen,True,Vagina,IgA,Lactobacillus acidophilus,0.03
HUT80,HUT80frozen,True,Vagina,IgA,Lactobacillus kefiranofaciens,0.03
HUT80,HUT80frozen,True,Vagina,IgA,Lactobacillus johnsonii,0.02
HUT80,HUT80frozen,True,Vagina,IgA,Enterococcus faecalis,0.02
HUT80,HUT80frozen,True,Vagina,IgA,Cutibacterium acnes,0.01
HUT80,HUT80frozen,True,Vagina,IgA,Sneathia vaginalis,0.01
HUT80,HUT80frozen,True,Vagina,IgG,Lactobacillus iners,80.4
HUT80,HUT80frozen,True,Vagina,IgG,Lactobacillus crispatus,17.52
HUT80,HUT80frozen,True,Vagina,IgG,Lactobacillus jensenii,1.15
HUT80,HUT80frozen,True,Vagina,IgG,Cutibacterium acnes,0.43
HUT80,HUT80frozen,True,Vagina,IgG,Haemophilus parainfluenzae,0.29
HUT80,HUT80frozen,True,Vagina,IgG,Sneathia vaginalis,0.17
HUT80,HUT80frozen,True,Vagina,IgG,Lactobacillus acidophilus,0.04
HUT80,HUT80frozen,True,Vagina,IgG,Lautropia mirabilis,0.46
HUT80,HUT80frozen,True,Vagina,IgG,Ligilactobacillus ruminis,0.05
HUT80,HUT80frozen,True,Vagina,IgM,Lactobacillus iners,79.25
HUT80,HUT80frozen,True,Vagina,IgM,Lactobacillus crispatus,17.39
HUT80,HUT80frozen,True,Vagina,IgM,Lactobacillus jensenii,1.31
HUT80,HUT80frozen,True,Vagina,IgM,Bacillus velezensis,0.6
HUT80,HUT80frozen,True,Vagina,IgM,Sneathia vaginalis,0.34
HUT80,HUT80frozen,True,Vagina,IgM,Lacticaseibacillus paracasei,0.22
HUT80,HUT80frozen,True,Vagina,IgM,Lactobacillus paragasseri,0.18
HUT80,HUT80frozen,True,Vagina,IgM,Cutibacterium acnes,0.16
HUT80,HUT80frozen,True,Vagina,IgM,Limosilactobacillus vaginalis,0.16
HUT80,HUT80frozen,True,Vagina,IgM,Lactobacillus helveticus,0.15
HUT80,HUT80frozen,True,Vagina,IgM,Lactobacillus acidophilus,0.05
HUT80,HUT80frozen,True,Vagina,IgM,Lactobacillus kefiranofaciens,0.05
HUT80,HUT80frozen,True,Vagina,IgM,Enterococcus faecalis,0.04
HUT80,HUT80frozen,True,Vagina,IgM,Streptococcus pyogenes,0.03
HUT80,HUT80frozen,True,Vagina,IgM,Lactobacillus johnsonii,0.03
HUT80,HUT80frozen,True,Vagina,IgM,Lactobacillus amylolyticus,0.02
HUT80,HUT80frozen,True,Vagina,IgM,Corynebacterium matruchotii,0.01
HUT80,HUT80frozen,True,Vagina,IgM,Lancefieldella parvula,0.01
HUT80,HUT80frozen,True,Vagina,IgM,Hydrogenophilus thermoluteolus,0.09
HUT80,HUT80frozen,True,Vagina,IgM,Elizabethkingia anophelis,0.03
HUT80,HUT80frozen,True,Vagina,IgM,Levilactobacillus brevis,0.01
HUT80,HUT80frozen,True,Vagina,PreSort,Lactobacillus iners,86.43
HUT80,HUT80frozen,True,Vagina,PreSort,Lactobacillus crispatus,11.86
HUT80,HUT80frozen,True,Vagina,PreSort,Lactobacillus jensenii,0.96
HUT80,HUT80frozen,True,Vagina,PreSort,Bacillus velezensis,0.32
HUT80,HUT80frozen,True,Vagina,PreSort,Lactobacillus paragasseri,0.14
HUT80,HUT80frozen,True,Vagina,PreSort,Lacticaseibacillus paracasei,0.12
HUT80,HUT80frozen,True,Vagina,PreSort,Lactobacillus acidophilus,0.04
HUT80,HUT80frozen,True,Vagina,PreSort,Lactobacillus helveticus,0.03
HUT80,HUT80frozen,True,Vagina,PreSort,Lactobacillus kefiranofaciens,0.03
HUT80,HUT80frozen,True,Vagina,PreSort,Enterococcus faecalis,0.02
HUT80,HUT80frozen,True,Vagina,PreSort,Lactobacillus johnsonii,0.02
HUT80,HUT80frozen,True,Vagina,PreSort,Streptococcus pyogenes,0.01
HUT80,HUT80frozen,True,Vagina,PreSort,Limosilactobacillus vaginalis,0.01
HUT80,HUT80frozen,True,Vagina,PreSort,Limosilactobacillus fermentum,0.01
HUT80,HUT80frozen,True,Vagina,PreSort,Lactobacillus amylolyticus,0.01
HUT93,HUT93,False,Cervix,IgA,Lactobacillus iners,96.53
HUT93,HUT93,False,Cervix,IgA,Gemella haemolysans,1.77
HUT93,HUT93,False,Cervix,IgA,Lactobacillus paragasseri,1.04
HUT93,HUT93,False,Cervix,IgA,Gardnerella vaginalis,0.27
HUT93,HUT93,False,Cervix,IgA,Cutibacterium acnes,0.24
HUT93,HUT93,False,Cervix,IgA,Lactobacillus jensenii,0.07
HUT93,HUT93,False,Cervix,IgA,Fannyhessea vaginae,0.07
HUT93,HUT93,False,Cervix,IgG,Lactobacillus iners,82.67
HUT93,HUT93,False,Cervix,IgG,Moraxella osloensis,6.83
HUT93,HUT93,False,Cervix,IgG,Prevotella buccalis,5.8
HUT93,HUT93,False,Cervix,IgG,Cutibacterium acnes,2.57
HUT93,HUT93,False,Cervix,IgG,Streptococcus salivarius,1.54
HUT93,HUT93,False,Cervix,IgG,Gardnerella vaginalis,0.59
HUT93,HUT93,False,Cervix,IgG,Lactobacillus jensenii,0.01
HUT93,HUT93,False,Cervix,IgG,Labilithrix luteola,0.37
HUT93,HUT93,False,Cervix,IgG,Frigoriglobus tundricola,0.25
HUT93,HUT93,False,Cervix,IgG,Luteimonas sp. MC1750,0.21
HUT93,HUT93,False,Cervix,IgM,Lactobacillus iners,86.64
HUT93,HUT93,False,Cervix,IgM,Aerococcus christensenii,6.62
HUT93,HUT93,False,Cervix,IgM,Fannyhessea vaginae,3.3
HUT93,HUT93,False,Cervix,IgM,Prevotella buccalis,1.69
HUT93,HUT93,False,Cervix,IgM,Gardnerella vaginalis,0.43
HUT93,HUT93,False,Cervix,IgM,Cutibacterium acnes,0.31
HUT93,HUT93,False,Cervix,IgM,Staphylococcus hominis,0.3
HUT93,HUT93,False,Cervix,IgM,Flavonifractor plautii,0.27
HUT93,HUT93,False,Cervix,IgM,Gemella haemolysans,0.23
HUT93,HUT93,False,Cervix,IgM,Lactobacillus paragasseri,0.21
HUT93,HUT93,False,Cervix,IgM,Schlegelella aquatica,2.3
HUT93,HUT93,False,Cervix,IgM,Hydrogenophilus thermoluteolus,1.68
HUT93,HUT93,False,Cervix,IgM,Steroidobacter denitrificans,0.46
HUT93,HUT93,False,Cervix,IgM,Staphylococcus saccharolyticus,0.19
HUT93,HUT93,False,Cervix,IgM,Methylobacterium radiotolerans,0.11
HUT93,HUT93,False,Cervix,IgM,Rhodoplanes sp. Z2-YC6860,0.11
HUT93,HUT93,False,Cervix,PreSort,Lactobacillus iners,95.21
HUT93,HUT93,False,Cervix,PreSort,Prevotella buccalis,1.8
HUT93,HUT93,False,Cervix,PreSort,Fannyhessea vaginae,1.29
HUT93,HUT93,False,Cervix,PreSort,Aerococcus christensenii,1.08
HUT93,HUT93,False,Cervix,PreSort,Lactobacillus paragasseri,0.19
HUT93,HUT93,False,Cervix,PreSort,Anaerostipes hadrus,0.16
HUT93,HUT93,False,Cervix,PreSort,Gardnerella vaginalis,0.1
HUT93,HUT93,False,Cervix,PreSort,Enterococcus faecalis,0.06
HUT93,HUT93,False,Cervix,PreSort,Lacticaseibacillus paracasei,0.05
HUT93,HUT93,False,Cervix,PreSort,Lactobacillus delbrueckii,0.03
HUT93,HUT93,False,Cervix,PreSort,Lactobacillus johnsonii,0.01
HUT93,HUT93,False,Cervix,PreSort,Lactobacillus crispatus,0.01
HUT93,HUT93,False,Cervix,PreSort,Cutibacterium acnes,0.01
HUT93,HUT93,False,Cervix,PreSort,Weissella hellenica,0.01
HUT93,HUT93,False,Endometrium,IgA,Lactobacillus iners,96.3
HUT93,HUT93,False,Endometrium,IgA,Fannyhessea vaginae,1.85
HUT93,HUT93,False,Endometrium,IgA,Moraxella osloensis,1.85
HUT93,HUT93,False,Endometrium,IgA,Hydrogenophilus thermoluteolus,3.32
HUT93,HUT93,False,Endometrium,IgG,Lactobacillus iners,41.06
HUT93,HUT93,False,Endometrium,IgG,Streptococcus cristatus,20.14
HUT93,HUT93,False,Endometrium,IgG,Cutibacterium acnes,15.62
HUT93,HUT93,False,Endometrium,IgG,Peptoniphilus sp. SAHP1,8.93
HUT93,HUT93,False,Endometrium,IgG,Staphylococcus pasteuri,5.88
HUT93,HUT93,False,Endometrium,IgG,Peptoniphilus harei,1.66
HUT93,HUT93,False,Endometrium,IgG,Lactobacillus jensenii,0.8
HUT93,HUT93,False,Endometrium,IgG,Kocuria palustris,4.47
HUT93,HUT93,False,Endometrium,IgG,Enterobacteriaceae endosymbiont of Donacia cincticornis,3.4
HUT93,HUT93,False,Endometrium,IgG,Hydrogenophilus thermoluteolus,3.1
HUT93,HUT93,False,Endometrium,IgG,Staphylococcus saccharolyticus,2.35
HUT93,HUT93,False,Endometrium,IgG,Falsirhodobacter sp. PG104,2.28
HUT93,HUT93,False,Endometrium,IgG,Corynebacterium kroppenstedtii,0.99
HUT93,HUT93,False,Endometrium,IgG,Lawsonella clevelandensis,0.35
HUT93,HUT93,False,Endometrium,IgM,Lactobacillus iners,46.86
HUT93,HUT93,False,Endometrium,IgM,Peptoniphilus sp. SAHP1,25.5
HUT93,HUT93,False,Endometrium,IgM,Granulicatella adiacens,9.97
HUT93,HUT93,False,Endometrium,IgM,Staphylococcus hominis,7.0
HUT93,HUT93,False,Endometrium,IgM,Streptococcus mitis,3.54
HUT93,HUT93,False,Endometrium,IgM,Streptococcus cristatus,3.48
HUT93,HUT93,False,Endometrium,IgM,Prevotella buccalis,2.87
HUT93,HUT93,False,Endometrium,IgM,Cutibacterium acnes,0.38
HUT93,HUT93,False,Endometrium,IgM,Corynebacterium variabile,0.29
HUT93,HUT93,False,Endometrium,IgM,Lactobacillus jensenii,0.1
HUT93,HUT93,False,Endometrium,IgM,Hydrogenophilus thermoluteolus,8.24
HUT93,HUT93,False,Endometrium,IgM,Actinomyces sp. HMT 175,0.78
HUT93,HUT93,False,Endometrium,IgM,Bacteroides uniformis,0.38
HUT93,HUT93,False,Endometrium,IgM,Subtercola sp. PAMC28395,0.13
HUT93,HUT93,False,Endometrium,PreSort,Lactobacillus iners,89.18
HUT93,HUT93,False,Endometrium,PreSort,Acinetobacter ursingii,6.54
HUT93,HUT93,False,Endometrium,PreSort,Haemophilus parainfluenzae,0.96
HUT93,HUT93,False,Endometrium,PreSort,Fannyhessea vaginae,0.81
HUT93,HUT93,False,Endometrium,PreSort,Prevotella buccalis,0.69
HUT93,HUT93,False,Endometrium,PreSort,Aerococcus christensenii,0.5
HUT93,HUT93,False,Endometrium,PreSort,Moraxella osloensis,0.49
HUT93,HUT93,False,Endometrium,PreSort,Lactobacillus paragasseri,0.22
HUT93,HUT93,False,Endometrium,PreSort,Haemophilus parahaemolyticus,0.17
HUT93,HUT93,False,Endometrium,PreSort,Anaerostipes hadrus,0.14
HUT93,HUT93,False,Endometrium,PreSort,Streptococcus thermophilus,0.09
HUT93,HUT93,False,Endometrium,PreSort,Lactobacillus delbrueckii,0.07
HUT93,HUT93,False,Endometrium,PreSort,Lacticaseibacillus paracasei,0.06
HUT93,HUT93,False,Endometrium,PreSort,Cutibacterium acnes,0.02
HUT93,HUT93,False,Endometrium,PreSort,Gardnerella vaginalis,0.02
HUT93,HUT93,False,Endometrium,PreSort,Enterococcus faecalis,0.01
HUT93,HUT93,False,Endometrium,PreSort,Lactobacillus johnsonii,0.01
HUT93,HUT93,False,Endometrium,PreSort,Granulicatella adiacens,0.01
HUT93,HUT93,False,Endometrium,PreSort,Catenibacterium mitsuokai,0.01
HUT93,HUT93,False,Endometrium,PreSort,Hydrogenophilus thermoluteolus,0.37
HUT93,HUT93,False,Endometrium,PreSort,Weissella hellenica,0.01
HUT93,HUT93,False,Vagina,IgA,Lactobacillus iners,96.31
HUT93,HUT93,False,Vagina,IgA,Prevotella buccalis,2.71
HUT93,HUT93,False,Vagina,IgA,Fannyhessea vaginae,0.51
HUT93,HUT93,False,Vagina,IgA,Aerococcus christensenii,0.39
HUT93,HUT93,False,Vagina,IgA,Gardnerella vaginalis,0.03
HUT93,HUT93,False,Vagina,IgA,Lactobacillus jensenii,0.02
HUT93,HUT93,False,Vagina,IgA,Lactobacillus delbrueckii,0.02
HUT93,HUT93,False,Vagina,IgA,no contaminants,
HUT93,HUT93,False,Vagina,IgG,Lactobacillus iners,84.34
HUT93,HUT93,False,Vagina,IgG,Prevotella buccalis,11.88
HUT93,HUT93,False,Vagina,IgG,Fannyhessea vaginae,1.42
HUT93,HUT93,False,Vagina,IgG,Aerococcus christensenii,1.05
HUT93,HUT93,False,Vagina,IgG,Bacteroides ovatus,0.46
HUT93,HUT93,False,Vagina,IgG,Lactobacillus paragasseri,0.17
HUT93,HUT93,False,Vagina,IgG,Moraxella osloensis,0.17
HUT93,HUT93,False,Vagina,IgG,Cutibacterium acnes,0.15
HUT93,HUT93,False,Vagina,IgG,Streptococcus thermophilus,0.13
HUT93,HUT93,False,Vagina,IgG,Gardnerella vaginalis,0.12
HUT93,HUT93,False,Vagina,IgG,Anaerococcus prevotii,0.07
HUT93,HUT93,False,Vagina,IgG,Micrococcus sp. KD337-16,0.02
HUT93,HUT93,False,Vagina,IgG,Lactobacillus johnsonii,0.01
HUT93,HUT93,False,Vagina,IgG,Flavobacterium indicum,0.08
HUT93,HUT93,False,Vagina,IgG,Schlegelella aquatica,0.03
HUT93,HUT93,False,Vagina,IgG,Kocuria palustris,0.03
HUT93,HUT93,False,Vagina,IgM,Lactobacillus iners,93.75
HUT93,HUT93,False,Vagina,IgM,Aerococcus christensenii,2.35
HUT93,HUT93,False,Vagina,IgM,Prevotella buccalis,1.22
HUT93,HUT93,False,Vagina,IgM,Fannyhessea vaginae,1.18
HUT93,HUT93,False,Vagina,IgM,Moraxella osloensis,0.3
HUT93,HUT93,False,Vagina,IgM,Lactobacillus delbrueckii,0.27
HUT93,HUT93,False,Vagina,IgM,Haemophilus parainfluenzae,0.19
HUT93,HUT93,False,Vagina,IgM,Streptococcus thermophilus,0.17
HUT93,HUT93,False,Vagina,IgM,Peptoniphilus sp. SAHP1,0.12
HUT93,HUT93,False,Vagina,IgM,Blautia wexlerae,0.1
HUT93,HUT93,False,Vagina,IgM,Faecalibacterium sp. I4384,0.07
HUT93,HUT93,False,Vagina,IgM,Gardnerella vaginalis,0.07
HUT93,HUT93,False,Vagina,IgM,Leptotrichia sp. oral taxon 212,0.06
HUT93,HUT93,False,Vagina,IgM,Faecalibacterium prausnitzii,0.05
HUT93,HUT93,False,Vagina,IgM,Abiotrophia defectiva,0.03
HUT93,HUT93,False,Vagina,IgM,Cutibacterium granulosum,0.02
HUT93,HUT93,False,Vagina,IgM,Lactobacillus jensenii,0.02
HUT93,HUT93,False,Vagina,IgM,Granulicatella adiacens,0.02
HUT93,HUT93,False,Vagina,IgM,Cutibacterium acnes,0.01
HUT93,HUT93,False,Vagina,IgM,Phocaeicola vulgatus,0.84
HUT93,HUT93,False,Vagina,IgM,Aggregatibacter sp. oral taxon 513,0.09
HUT93,HUT93,False,Vagina,IgM,Chitinophaga sp. HK235,0.07
HUT93,HUT93,False,Vagina,PreSort,Lactobacillus iners,95.85
HUT93,HUT93,False,Vagina,PreSort,Prevotella buccalis,2.48
HUT93,HUT93,False,Vagina,PreSort,Fannyhessea vaginae,0.96
HUT93,HUT93,False,Vagina,PreSort,Lactobacillus paragasseri,0.25
HUT93,HUT93,False,Vagina,PreSort,Aerococcus christensenii,0.24
HUT93,HUT93,False,Vagina,PreSort,Gardnerella vaginalis,0.1
HUT93,HUT93,False,Vagina,PreSort,Lacticaseibacillus paracasei,0.06
HUT93,HUT93,False,Vagina,PreSort,Enterococcus faecalis,0.04
HUT93,HUT93,False,Vagina,PreSort,Lactobacillus johnsonii,0.01
HUT93,HUT93,False,Vagina,PreSort,Weissella hellenica,0.01
HUT78,HUT78frozen,True,Endometrium,IgA,Lactobacillus iners,65.83
HUT78,HUT78frozen,True,Endometrium,IgA,Cutibacterium acnes,11.66
HUT78,HUT78frozen,True,Endometrium,IgA,Escherichia coli,8.93
HUT78,HUT78frozen,True,Endometrium,IgA,Moraxella osloensis,7.76
HUT78,HUT78frozen,True,Endometrium,IgA,Paracoccus sanguinis,5.47
HUT78,HUT78frozen,True,Endometrium,IgA,Lactobacillus crispatus,0.2
HUT78,HUT78frozen,True,Endometrium,IgA,Staphylococcus hominis,0.15
HUT78,HUT78frozen,True,Endometrium,IgA,Candidatus Nanosynbacter lyticus,3.19
HUT78,HUT78frozen,True,Endometrium,IgA,Lawsonella clevelandensis,2.96
HUT78,HUT78frozen,True,Endometrium,IgA,Labilithrix luteola,0.04
HUT78,HUT78frozen,True,Endometrium,IgG,Lactobacillus iners,61.82
HUT78,HUT78frozen,True,Endometrium,IgG,Cutibacterium acnes,11.54
HUT78,HUT78frozen,True,Endometrium,IgG,Cutibacterium modestum,7.23
HUT78,HUT78frozen,True,Endometrium,IgG,Moraxella osloensis,5.56
HUT78,HUT78frozen,True,Endometrium,IgG,Fannyhessea vaginae,4.47
HUT78,HUT78frozen,True,Endometrium,IgG,Lactobacillus crispatus,4.32
HUT78,HUT78frozen,True,Endometrium,IgG,Anaerococcus mediterraneensis,2.61
HUT78,HUT78frozen,True,Endometrium,IgG,Corynebacterium matruchotii,1.69
HUT78,HUT78frozen,True,Endometrium,IgG,Anaerococcus prevotii,0.77
HUT78,HUT78frozen,True,Endometrium,IgG,Hydrogenophilus thermoluteolus,8.31
HUT78,HUT78frozen,True,Endometrium,IgG,Methylobacterium radiotolerans,4.44
HUT78,HUT78frozen,True,Endometrium,IgG,Dermacoccus nishinomiyaensis,2.32
HUT78,HUT78frozen,True,Endometrium,IgG,Hymenobacter sp. PAMC 26554,0.94
HUT78,HUT78frozen,True,Endometrium,IgG,Latilactobacillus curvatus,0.91
HUT78,HUT78frozen,True,Endometrium,IgG,Labilithrix luteola,0.23
HUT78,HUT78frozen,True,Endometrium,IgM,Lactobacillus iners,69.72
HUT78,HUT78frozen,True,Endometrium,IgM,Cutibacterium modestum,8.33
HUT78,HUT78frozen,True,Endometrium,IgM,Moraxella osloensis,6.75
HUT78,HUT78frozen,True,Endometrium,IgM,Porphyromonas sp. oral taxon 275,3.94
HUT78,HUT78frozen,True,Endometrium,IgM,Corynebacterium simulans,3.12
HUT78,HUT78frozen,True,Endometrium,IgM,Lactobacillus crispatus,2.84
HUT78,HUT78frozen,True,Endometrium,IgM,Anaerococcus prevotii,2.23
HUT78,HUT78frozen,True,Endometrium,IgM,Cutibacterium acnes,2.22
HUT78,HUT78frozen,True,Endometrium,IgM,Anaerococcus mediterraneensis,0.85
HUT78,HUT78frozen,True,Endometrium,IgM,Leptolyngbya sp. 7M,1.01
HUT78,HUT78frozen,True,Endometrium,IgM,Kocuria palustris,0.58
HUT78,HUT78frozen,True,Endometrium,IgM,Dietzia sp. oral taxon 368,0.1
HUT78,HUT78frozen,True,Endometrium,IgM,Dolichospermum compactum,0.09
HUT78,HUT78frozen,True,Endometrium,IgM,Rhodococcus fascians,0.04
HUT78,HUT78frozen,True,Endometrium,IgM,Moorena producens,0.03
HUT78,HUT78frozen,True,Endometrium,PreSort,Lactobacillus iners,79.69
HUT78,HUT78frozen,True,Endometrium,PreSort,Lactobacillus crispatus,15.06
HUT78,HUT78frozen,True,Endometrium,PreSort,Moraxella osloensis,5.25
HUT78,HUT78frozen,True,Endometrium,PreSort,no contaminants,
HUT78,HUT78frozen,True,Vagina,IgA,Cutibacterium acnes,31.04
HUT78,HUT78frozen,True,Vagina,IgA,Lactobacillus crispatus,21.11
HUT78,HUT78frozen,True,Vagina,IgA,Lactobacillus iners,12.9
HUT78,HUT78frozen,True,Vagina,IgA,Corynebacterium singulare,7.41
HUT78,HUT78frozen,True,Vagina,IgA,Chenggangzhangella methanolivorans,7.01
HUT78,HUT78frozen,True,Vagina,IgA,Aureimonas sp. OT7,5.17
HUT78,HUT78frozen,True,Vagina,IgA,Corynebacterium sanguinis,4.58
HUT78,HUT78frozen,True,Vagina,IgA,Micrococcus luteus,2.14
HUT78,HUT78frozen,True,Vagina,IgA,Enterobacteriaceae endosymbiont of Donacia cincticornis,8.0
HUT78,HUT78frozen,True,Vagina,IgA,Corynebacterium kroppenstedtii,5.66
HUT78,HUT78frozen,True,Vagina,IgA,Blautia sp. SC05B48,5.47
HUT78,HUT78frozen,True,Vagina,IgA,Paracoccus kondratievae,0.79
HUT78,HUT78frozen,True,Vagina,IgA,Falsirhodobacter sp. PG104,0.06
HUT78,HUT78frozen,True,Vagina,IgG,Moraxella osloensis,39.87
HUT78,HUT78frozen,True,Vagina,IgG,Lactobacillus iners,28.39
HUT78,HUT78frozen,True,Vagina,IgG,Cutibacterium acnes,16.45
HUT78,HUT78frozen,True,Vagina,IgG,Staphylococcus hominis,12.38
HUT78,HUT78frozen,True,Vagina,IgG,Corynebacterium lujinxingii,1.2
